Country or Area,Year,Value,Value Footnotes
Nigeria,2002,2160,
Nigeria,2001,2120,
Nigeria,2000,1950,
Nigeria,1998,1960,
Nigeria,1997,1990,
Nigeria,1996,1950,
Nigeria,1995,1840,
Nigeria,1994,1750,
Nigeria,1993,1710,
Nigeria,1992,1770,
Nigeria,1991,1790,
Nigeria,1990,1780,
North America,2013,52645,
North America,2012,51127,
North America,2011,49609,
North America,2010,48077,
North America,2009,46572,
North America,2008,48044,
North America,2007,47527,
North America,2006,45748,
North America,2005,43706,
North America,2004,41317,
North America,2003,39064,
North America,2002,37509,
North America,2001,36648,
North America,2000,35768,
North America,1999,33931,
North America,1998,32251,
North America,1997,30925,
North America,1996,29479,
North America,1995,28251,
North America,1994,27238,
North America,1993,25966,
North America,1992,25010,
North America,1991,24000,
North America,1990,23604,
Norway,2013,66520,
Norway,2012,66220,
Norway,2011,62560,
Norway,2010,58420,
Norway,2009,55610,
Norway,2008,61060,
Norway,2007,55590,
Norway,2006,53940,
Norway,2005,48160,
Norway,2004,42530,
Norway,2003,38530,
Norway,2002,37170,
Norway,2001,37160,
Norway,2000,35690,
Norway,1999,29550,
Norway,1998,27110,
Norway,1997,27660,
Norway,1996,25750,
Norway,1995,23280,
Norway,1994,21900,
Norway,1993,20400,
Norway,1992,19530,
Norway,1991,18350,
Norway,1990,17370,
OECD members,2013,38200,
OECD members,2012,37174,
OECD members,2011,36499,
OECD members,2010,35161,
OECD members,2009,33945,
OECD members,2008,34786,
OECD members,2007,33996,
OECD members,2006,32455,
OECD members,2005,30465,
OECD members,2004,28926,
OECD members,2003,27393,
OECD members,2002,26582,
OECD members,2001,25844,
OECD members,2000,25049,
OECD members,1999,23553,
OECD members,1998,22655,
OECD members,1997,21825,
OECD members,1996,20820,
OECD members,1995,19931,
OECD members,1994,19213,
OECD members,1993,18393,
OECD members,1992,17712,
OECD members,1991,17080,
OECD members,1990,16447,
Oman,2012,52780,
Oman,2011,39440,
Oman,2010,41420,
Oman,2009,44830,
Oman,2008,43850,
Oman,2007,41160,
Oman,2006,38390,
Oman,2005,35450,
Oman,2004,34980,
Oman,2003,34320,
Oman,2002,34920,
Oman,2001,37430,
Oman,2000,35440,
Oman,1999,32390,
Oman,1998,31980,
Oman,1997,31040,
Oman,1996,28870,
Oman,1995,27870,
Oman,1994,26460,
Oman,1993,25780,
Oman,1992,24670,
Oman,1991,23580,
Oman,1990,22170,
Other small states,2013,8820,
Other small states,2012,8548,
Other small states,2011,8394,
Other small states,2010,7888,
Other small states,2009,7774,
Other small states,2008,7673,
Other small states,2007,7364,
Other small states,2006,6775,
Other small states,2005,5931,
Other small states,2004,5369,
Other small states,2003,5110,
Other small states,2002,4939,
Other small states,2001,4823,
Other small states,2000,4604,
Other small states,1999,4518,
Other small states,1998,4505,
Other small states,1997,4376,
Other small states,1996,4038,
Other small states,1995,3888,
Other small states,1994,3677,
Other small states,1993,3640,
Other small states,1992,3540,
Other small states,1991,3483,
Other small states,1990,3237,
Pacific island small states,2013,4967,
Pacific island small states,2012,4794,
Pacific island small states,2011,4631,
Pacific island small states,2010,4427,
Pacific island small states,2009,4369,
Pacific island small states,2008,4458,
Pacific island small states,2007,4395,
Pacific island small states,2006,4278,
Pacific island small states,2005,4248,
Pacific island small states,2004,4077,
Pacific island small states,2003,3826,
Pacific island small states,2002,3766,
Pacific island small states,2001,3642,
Pacific island small states,2000,3595,
Pacific island small states,1999,3483,
Pacific island small states,1998,3301,
Pacific island small states,1997,3263,
Pacific island small states,1996,3152,
Pacific island small states,1995,3047,
Pacific island small states,1994,2874,
Pacific island small states,1993,2758,
Pacific island small states,1992,2702,
Pacific island small states,1991,2577,
Pacific island small states,1990,2567,
Pakistan,2013,4840,
Pakistan,2012,4640,
Pakistan,2011,4450,
Pakistan,2010,4290,
Pakistan,2009,4200,
Pakistan,2008,4100,
Pakistan,2007,4020,
Pakistan,2006,3810,
Pakistan,2005,3550,
Pakistan,2004,3260,
Pakistan,2003,3030,
Pakistan,2002,2820,
Pakistan,2001,2690,
Pakistan,2000,2630,
Pakistan,1999,2540,
Pakistan,1998,2470,
Pakistan,1997,2450,
Pakistan,1996,2460,
Pakistan,1995,2390,
Pakistan,1994,2280,
Pakistan,1993,2220,
Pakistan,1992,2190,
Pakistan,1991,2070,
Pakistan,1990,2000,
Palau,2013,14540,
Palau,2012,14300,
Palau,2011,13370,
Palau,2010,12690,
Palau,2009,12190,
Palau,2008,13370,
Palau,2007,13740,
Palau,2006,13150,
Palau,2005,12950,
Palau,2004,12540,
Palau,2003,11370,
Palau,2002,11440,
Palau,2001,10940,
Palau,2000,10450,
Palau,1999,11360,
Palau,1998,11600,
Palau,1997,11870,
Palau,1996,11690,
Palau,1995,10610,
Palau,1994,9320,
Palau,1993,9140,
Palau,1992,10070,
Palau,1991,10820,
Panama,2013,19300,
Panama,2012,16630,
Panama,2011,15290,
Panama,2010,15340,
Panama,2009,14630,
Panama,2008,14240,
Panama,2007,13140,
Panama,2006,11710,
Panama,2005,9210,
Panama,2004,8470,
Panama,2003,7960,
Panama,2002,7930,
Panama,2001,7550,
Panama,2000,7470,
Panama,1999,7200,
Panama,1998,7060,
Panama,1997,6700,
Panama,1996,6360,
Panama,1995,6120,
Panama,1994,6120,
Panama,1993,5880,
Panama,1992,5450,
Panama,1991,4990,
Panama,1990,4590,
Papua New Guinea,2013,2430,
Papua New Guinea,2012,2330,
Papua New Guinea,2011,2180,
Papua New Guinea,2010,2020,
Papua New Guinea,2009,1920,
Papua New Guinea,2008,1850,
Papua New Guinea,2007,1740,
Papua New Guinea,2006,1440,
Papua New Guinea,2005,1460,
Papua New Guinea,2004,1380,
Papua New Guinea,2003,1300,
Papua New Guinea,2002,1340,
Papua New Guinea,2001,1350,
Papua New Guinea,2000,1380,
Papua New Guinea,1999,1390,
Papua New Guinea,1998,1400,
Papua New Guinea,1997,1490,
Papua New Guinea,1996,1520,
Papua New Guinea,1995,1470,
Papua New Guinea,1994,1510,
Papua New Guinea,1993,1410,
Papua New Guinea,1992,1190,
Papua New Guinea,1991,1110,
Papua New Guinea,1990,1000,
Paraguay,2013,7670,
Paraguay,2012,6700,
Paraguay,2011,6820,
Paraguay,2010,6380,
Paraguay,2009,5640,
Paraguay,2008,6030,
Paraguay,2007,5590,
Paraguay,2006,4970,
Paraguay,2005,4510,
Paraguay,2004,4350,
Paraguay,2003,4070,
Paraguay,2002,4280,
Paraguay,2001,4180,
Paraguay,2000,4130,
Paraguay,1999,4470,
Paraguay,1998,4570,
Paraguay,1997,4620,
Paraguay,1996,4620,
Paraguay,1995,4330,
Peru,2013,11160,
Peru,2012,10390,
Peru,2011,9610,
Peru,2010,8980,
Peru,2009,8330,
Peru,2008,8240,
Peru,2007,7410,
Peru,2006,6690,
Peru,2005,6230,
Peru,2004,5820,
Peru,2003,5570,
Peru,2002,5360,
Peru,2001,5100,
Peru,2000,5000,
Peru,1999,4860,
Peru,1998,4790,
Peru,1997,4790,
Peru,1996,4490,
Peru,1995,4310,
Peru,1994,4010,
Peru,1993,3550,
Peru,1992,3390,
Peru,1991,3390,
Peru,1990,3420,
Philippines,2013,7840,
Philippines,2012,7310,
Philippines,2011,6850,
Philippines,2010,7330,
Philippines,2009,6810,
Philippines,2008,6480,
Philippines,2007,6140,
Philippines,2006,5730,
Philippines,2005,5390,
Philippines,2004,4960,
Philippines,2003,4590,
Philippines,2002,4240,
Philippines,2001,4090,
Philippines,2000,3940,
Philippines,1999,3660,
Philippines,1998,3600,
Philippines,1997,3380,
Philippines,1996,3180,
Philippines,1995,2990,
Philippines,1994,2850,
Philippines,1993,2710,
Philippines,1992,2640,
Philippines,1991,2590,
Philippines,1990,2550,
Poland,2013,22790,
Poland,2012,21830,
Poland,2011,21290,
Poland,2010,19910,
Poland,2009,18600,
Poland,2008,17930,
Poland,2007,16390,
Poland,2006,14930,
Poland,2005,13720,
Poland,2004,12830,
Poland,2003,12060,
Poland,2002,11700,
Poland,2001,11110,
Poland,2000,10710,
Poland,1999,9990,
Poland,1998,9460,
Poland,1997,8860,
Poland,1996,8120,
Poland,1995,7420,
Poland,1994,6840,
Poland,1993,6180,
Poland,1992,5790,
Poland,1991,5600,
Portugal,2013,26170,
Portugal,2012,25390,
Portugal,2011,26040,
Portugal,2010,25990,
Portugal,2009,25350,
Portugal,2008,25080,
Portugal,2007,24400,
Portugal,2006,23140,
Portugal,2005,21730,
Portugal,2004,19980,
Portugal,2003,19550,
Portugal,2002,18990,
Portugal,2001,18220,
Portugal,2000,17520,
Portugal,1999,16720,
Portugal,1998,15740,
Portugal,1997,15010,
Portugal,1996,14240,
Portugal,1995,13770,
Portugal,1994,12920,
Portugal,1993,12610,
Portugal,1992,12580,
Portugal,1991,12100,
Portugal,1990,11170,
Puerto Rico,2013,23840,
Puerto Rico,2012,23170,
Puerto Rico,2011,22350,
Puerto Rico,2010,22060,
Puerto Rico,2009,22490,
Puerto Rico,2008,23060,
Puerto Rico,2007,23170,
Puerto Rico,2006,22710,
Puerto Rico,2005,21830,
Puerto Rico,2004,20730,
Puerto Rico,2003,19650,
Puerto Rico,2002,18890,
Puerto Rico,2001,18690,
Puerto Rico,2000,17280,
Puerto Rico,1999,16460,
Puerto Rico,1998,15670,
Puerto Rico,1997,15100,
Puerto Rico,1996,14490,
Puerto Rico,1995,13940,
Puerto Rico,1994,13320,
Puerto Rico,1993,12840,
Puerto Rico,1992,12240,
Puerto Rico,1991,11950,
Puerto Rico,1990,11550,
Qatar,2013,128530,
Qatar,2012,125710,
Qatar,2011,123280,
Qatar,2010,113520,
Qatar,2009,108330,
Qatar,2008,115080,
Qatar,2007,113820,
Qatar,2006,111830,
Qatar,2005,93350,
Qatar,2004,102260,
Qatar,1997,78240,
Qatar,1996,61130,
Qatar,1995,58820,
Qatar,1994,56950,
Romania,2013,18410,
Romania,2012,17700,
Romania,2011,17070,
Romania,2010,16000,
Romania,2009,15280,
Romania,2008,15280,
Romania,2007,12740,
Romania,2006,10970,
Romania,2005,9250,
Romania,2004,8500,
Romania,2003,7650,
Romania,2002,6990,
Romania,2001,6440,
Romania,2000,5660,
Romania,1999,5280,
Romania,1998,5280,
Romania,1997,5450,
Romania,1996,5680,
Romania,1995,5340,
Romania,1994,4890,
Romania,1993,4590,
Romania,1992,4420,
Romania,1991,4720,
Romania,1990,5170,
Russian Federation,2013,23190,
Russian Federation,2012,22710,
Russian Federation,2011,21860,
Russian Federation,2010,19910,
Russian Federation,2009,18850,
Russian Federation,2008,19710,
Russian Federation,2007,16360,
Russian Federation,2006,14540,
Russian Federation,2005,11570,
Russian Federation,2004,10030,
Russian Federation,2003,8970,
Russian Federation,2002,7870,
Russian Federation,2001,7270,
Russian Federation,2000,6650,
Russian Federation,1999,5680,
Russian Federation,1998,5230,
Russian Federation,1997,5580,
Russian Federation,1996,5450,
Russian Federation,1995,5580,
Russian Federation,1994,5720,
Russian Federation,1993,6360,
Russian Federation,1992,6790,
Russian Federation,1991,7830,
Russian Federation,1990,8010,
Rwanda,2013,1450,
Rwanda,2012,1410,
Rwanda,2011,1310,
Rwanda,2010,1230,
Rwanda,2009,1160,
Rwanda,2008,1120,
Rwanda,2007,1020,
Rwanda,2006,940,
Rwanda,2005,860,
Rwanda,2004,790,
Rwanda,2003,730,
Rwanda,2002,720,
Rwanda,2001,640,
Rwanda,2000,600,
Rwanda,1999,580,
Rwanda,1998,580,
Rwanda,1997,590,
Rwanda,1996,550,
Rwanda,1995,510,
Rwanda,1994,360,
Rwanda,1993,670,
Rwanda,1992,660,
Rwanda,1991,570,
Rwanda,1990,550,
Samoa,2013,5560,
Samoa,2012,5530,
Samoa,2011,5450,
Samoa,2010,5140,
Samoa,2009,4970,
Samoa,2008,5150,
Samoa,2007,5020,
Samoa,2006,4640,
Samoa,2005,4510,
Samoa,2004,4390,
Samoa,2003,4020,
Samoa,2002,3950,
Samoa,2001,3760,
Samoa,2000,3440,
Samoa,1999,3160,
Samoa,1998,3070,
Samoa,1997,2970,
Sao Tome and Principe,2013,2950,
Sao Tome and Principe,2012,2860,
Sao Tome and Principe,2011,2800,
Sao Tome and Principe,2010,2680,
Sao Tome and Principe,2009,2610,
Sao Tome and Principe,2008,2570,
Sao Tome and Principe,2007,2450,
Sao Tome and Principe,2006,2390,
Sao Tome and Principe,2005,2020,
Sao Tome and Principe,2004,1960,
Sao Tome and Principe,2003,1880,
Sao Tome and Principe,2002,1730,
Sao Tome and Principe,2001,1700,
Saudi Arabia,2013,53640,
Saudi Arabia,2012,52820,
Saudi Arabia,2011,49940,
Saudi Arabia,2010,45850,
Saudi Arabia,2009,43170,
Saudi Arabia,2008,42650,
Saudi Arabia,2007,39170,
Saudi Arabia,2006,37030,
Saudi Arabia,2005,34810,
Saudi Arabia,2004,32150,
Saudi Arabia,2003,29550,
Saudi Arabia,2002,28320,
Saudi Arabia,2001,29050,
Saudi Arabia,2000,29450,
Saudi Arabia,1999,28630,
Saudi Arabia,1998,28960,
Saudi Arabia,1997,28130,
Saudi Arabia,1996,27220,
Saudi Arabia,1995,26360,
Saudi Arabia,1994,26070,
Saudi Arabia,1993,26460,
Saudi Arabia,1992,26850,
Saudi Arabia,1991,26160,
Saudi Arabia,1990,24360,
Senegal,2013,2210,
Senegal,2012,2180,
Senegal,2011,2140,
Senegal,2010,2120,
Senegal,2009,2050,
Senegal,2008,2070,
Senegal,2007,2000,
Senegal,2006,1910,
Senegal,2005,1840,
Senegal,2004,1750,
Senegal,2003,1650,
Senegal,2002,1550,
Senegal,2001,1560,
Senegal,2000,1490,
Senegal,1999,1450,
Senegal,1998,1390,
Senegal,1997,1320,
Senegal,1996,1290,
Senegal,1995,1250,
Senegal,1994,1190,
Senegal,1993,1210,
Senegal,1992,1210,
Senegal,1991,1190,
Senegal,1990,1160,
Serbia,2013,12480,
Serbia,2012,12440,
Serbia,2011,12290,
Serbia,2010,11540,
Serbia,2009,11610,
Serbia,2008,11560,
Serbia,2007,10240,
Serbia,2006,9760,
Serbia,2005,8750,
Serbia,2004,8040,
Serbia,2003,7170,
Serbia,2002,6730,
Serbia,2001,6220,
Serbia,2000,5780,
Serbia,1999,5190,
Serbia,1998,5830,
Serbia,1997,5590,
Seychelles,2013,23730,
Seychelles,2012,22210,
Seychelles,2011,21340,
Seychelles,2010,18870,
Seychelles,2009,17970,
Seychelles,2008,17800,
Seychelles,2007,18400,
Seychelles,2006,16720,
Seychelles,2005,15070,
Seychelles,2004,13550,
Seychelles,2003,13190,
Seychelles,2002,13060,
Seychelles,2001,14110,
Seychelles,2000,13790,
Seychelles,1999,13560,
Seychelles,1998,13460,
Seychelles,1997,12690,
Seychelles,1996,11180,
Seychelles,1995,10530,
Seychelles,1994,10930,
Seychelles,1993,10800,
Seychelles,1992,10100,
Seychelles,1991,9260,
Seychelles,1990,8750,
Sierra Leone,2013,1690,
Sierra Leone,2012,1430,
Sierra Leone,2011,1450,
Sierra Leone,2010,1330,
Sierra Leone,2009,1370,
Sierra Leone,2008,1330,
Sierra Leone,2007,1230,
Sierra Leone,2006,1070,
Sierra Leone,2005,1010,
Sierra Leone,2004,970,
Sierra Leone,2003,930,
Sierra Leone,2002,870,
Sierra Leone,2001,710,
Sierra Leone,2000,770,
Sierra Leone,1999,720,
Sierra Leone,1998,730,
Sierra Leone,1997,740,
Sierra Leone,1996,760,
Sierra Leone,1995,710,
Sierra Leone,1994,700,
Sierra Leone,1993,750,
Sierra Leone,1992,670,
Sierra Leone,1991,840,
Sierra Leone,1990,770,
Singapore,2013,76860,
Singapore,2012,74150,
Singapore,2011,73520,
Singapore,2010,69960,
Singapore,2009,58550,
Singapore,2008,60310,
Singapore,2007,62180,
Singapore,2006,57630,
Singapore,2005,51310,
Singapore,2004,47130,
Singapore,2003,44030,
Singapore,2002,41010,
Singapore,2001,39820,
Singapore,2000,40560,
Singapore,1999,37710,
Singapore,1998,35440,
Singapore,1997,37270,
Singapore,1996,34070,
Singapore,1995,32880,
Singapore,1994,30840,
Singapore,1993,27460,
Singapore,1992,25210,
Singapore,1991,23350,
Singapore,1990,21910,
Slovak Republic,2013,26110,
Slovak Republic,2012,25190,
Slovak Republic,2011,25070,
Slovak Republic,2010,23860,
Slovak Republic,2009,23120,
Slovak Republic,2008,23330,
Slovak Republic,2007,20800,
Slovak Republic,2006,18310,
Slovak Republic,2005,16140,
Slovak Republic,2004,14430,
Slovak Republic,2003,13240,
Slovak Republic,2002,13120,
Slovak Republic,2001,12240,
Slovak Republic,2000,11110,
Slovak Republic,1999,10500,
Slovak Republic,1998,10520,
Slovak Republic,1997,9970,
Slovak Republic,1996,9280,
Slovak Republic,1995,8500,
Slovenia,2013,28780,
Slovenia,2012,28250,
Slovenia,2011,28470,
Slovenia,2010,27300,
Slovenia,2009,27240,
Slovenia,2008,28880,
Slovenia,2007,27150,
Slovenia,2006,25700,
Slovenia,2005,23770,
Slovenia,2004,22470,
Slovenia,2003,20770,
Slovenia,2002,20030,
Slovenia,2001,18860,
Slovenia,2000,17930,
Slovenia,1999,17070,
Slovenia,1998,16020,
Slovenia,1997,15160,
Slovenia,1996,14160,
Slovenia,1995,13360,
Small states,2013,9657,
Small states,2012,9393,
Small states,2011,9205,
Small states,2010,8896,
Small states,2009,8780,
Small states,2008,8862,
Small states,2007,8552,
Small states,2006,8112,
Small states,2005,7189,
Small states,2004,6617,
Small states,2003,6217,
Small states,2002,5914,
Small states,2001,5696,
Small states,2000,5484,
Small states,1999,5320,
Small states,1998,5237,
Small states,1997,5098,
Small states,1996,4866,
Small states,1995,4669,
Small states,1994,4446,
Small states,1993,4357,
Small states,1992,4164,
Small states,1991,4076,
Small states,1990,3857,
Solomon Islands,2013,1810,
Solomon Islands,2012,1830,
Solomon Islands,2011,1540,
Solomon Islands,2010,1310,
Solomon Islands,2009,1190,
Solomon Islands,2008,1480,
Solomon Islands,2007,1520,
Solomon Islands,2006,1530,
Solomon Islands,2005,1420,
Solomon Islands,2004,1340,
Solomon Islands,2003,1260,
Solomon Islands,2002,1190,
Solomon Islands,2001,1250,
Solomon Islands,2000,1360,
Solomon Islands,1999,1570,
Solomon Islands,1998,1600,
Solomon Islands,1997,1600,
Solomon Islands,1996,1000,
Solomon Islands,1995,1020,
Solomon Islands,1994,960,
Solomon Islands,1993,880,
Solomon Islands,1992,940,
Solomon Islands,1991,880,
Solomon Islands,1990,790,
South Africa,2013,12240,
South Africa,2012,11970,
South Africa,2011,11640,
South Africa,2010,11190,
South Africa,2009,10830,
South Africa,2008,10940,
South Africa,2007,10480,
South Africa,2006,9950,
South Africa,2005,9260,
South Africa,2004,8630,
South Africa,2003,8080,
South Africa,2002,7810,
South Africa,2001,7520,
South Africa,2000,7360,
South Africa,1999,7090,
South Africa,1998,7000,
South Africa,1997,7060,
South Africa,1996,6920,
South Africa,1995,6680,
South Africa,1994,6490,
South Africa,1993,6270,
South Africa,1992,6170,
South Africa,1991,6270,
South Africa,1990,6180,
South Asia,2013,5031,
South Asia,2012,4782,
South Asia,2011,4547,
South Asia,2010,4241,
South Asia,2009,3910,
South Asia,2008,3653,
South Asia,2007,3502,
South Asia,2006,3167,
South Asia,2005,2872,
South Asia,2004,2600,
South Asia,2003,2391,
South Asia,2002,2215,
South Asia,2001,2129,
South Asia,2000,2027,
South Asia,1999,1942,
South Asia,1998,1809,
South Asia,1997,1728,
South Asia,1996,1669,
South Asia,1995,1565,
South Asia,1994,1461,
South Asia,1993,1377,
South Asia,1992,1316,
South Asia,1991,1245,
South Asia,1990,1213,
South Sudan,2013,1860,
South Sudan,2012,1760,
South Sudan,2011,2250,
South Sudan,2010,2640,
South Sudan,2009,2670,
South Sudan,2008,2560,
Spain,2013,32700,
Spain,2012,32030,
Spain,2011,32050,
Spain,2010,31900,
Spain,2009,32330,
Spain,2008,32820,
Spain,2007,31980,
Spain,2006,30360,
Spain,2005,27470,
Spain,2004,26180,
Spain,2003,25100,
Spain,2002,24390,
Spain,2001,22980,
Spain,2000,21810,
Spain,1999,20200,
Spain,1998,19240,
Spain,1997,18030,
Spain,1996,17020,
Spain,1995,16330,
Spain,1994,15400,
Spain,1993,14970,
Spain,1992,14760,
Spain,1991,14360,
Spain,1990,13580,
Sri Lanka,2013,9470,
Sri Lanka,2012,8830,
Sri Lanka,2011,8020,
Sri Lanka,2010,7330,
Sri Lanka,2009,6770,
Sri Lanka,2008,6480,
Sri Lanka,2007,6140,
Sri Lanka,2006,5630,
Sri Lanka,2005,5140,
Sri Lanka,2004,4750,
Sri Lanka,2003,4450,
Sri Lanka,2002,4150,
Sri Lanka,2001,3940,
Sri Lanka,2000,3840,
Sri Lanka,1999,3560,
Sri Lanka,1998,3420,
Sri Lanka,1997,3280,
Sri Lanka,1996,3060,
Sri Lanka,1995,2930,
Sri Lanka,1994,2780,
Sri Lanka,1993,2630,
Sri Lanka,1992,2430,
Sri Lanka,1991,2280,
Sri Lanka,1990,2140,
St. Kitts and Nevis,2013,20990,
St. Kitts and Nevis,2012,19790,
St. Kitts and Nevis,2011,19740,
St. Kitts and Nevis,2010,19220,
St. Kitts and Nevis,2009,19740,
St. Kitts and Nevis,2008,21030,
St. Kitts and Nevis,2007,20080,
St. Kitts and Nevis,2006,19160,
St. Kitts and Nevis,2005,17540,
St. Kitts and Nevis,2004,15570,
St. Kitts and Nevis,2003,14440,
St. Kitts and Nevis,2002,15010,
St. Kitts and Nevis,2001,14800,
St. Kitts and Nevis,2000,14040,
St. Kitts and Nevis,1999,13280,
St. Kitts and Nevis,1998,12670,
St. Kitts and Nevis,1997,12770,
St. Kitts and Nevis,1996,11710,
St. Kitts and Nevis,1995,11370,
St. Kitts and Nevis,1994,10750,
St. Kitts and Nevis,1993,10130,
St. Kitts and Nevis,1992,9420,
St. Kitts and Nevis,1991,9120,
St. Kitts and Nevis,1990,8950,
St. Lucia,2013,10290,
St. Lucia,2012,10180,
St. Lucia,2011,10370,
St. Lucia,2010,9980,
St. Lucia,2009,10010,
St. Lucia,2008,9770,
St. Lucia,2007,9430,
St. Lucia,2006,9440,
St. Lucia,2005,8340,
St. Lucia,2004,8320,
St. Lucia,2003,7690,
St. Lucia,2002,7370,
St. Lucia,2001,7220,
St. Lucia,2000,7460,
St. Lucia,1999,7040,
St. Lucia,1998,6840,
St. Lucia,1997,6490,
St. Lucia,1996,6410,
St. Lucia,1995,6000,
St. Lucia,1994,5800,
St. Lucia,1993,5630,
St. Lucia,1992,5460,
St. Lucia,1991,4990,
St. Lucia,1990,4800,
St. Vincent and the Grenadines,2013,10440,
St. Vincent and the Grenadines,2012,10110,
St. Vincent and the Grenadines,2011,9690,
St. Vincent and the Grenadines,2010,9550,
St. Vincent and the Grenadines,2009,9760,
St. Vincent and the Grenadines,2008,9760,
St. Vincent and the Grenadines,2007,9440,
St. Vincent and the Grenadines,2006,8820,
St. Vincent and the Grenadines,2005,7860,
St. Vincent and the Grenadines,2004,7420,
St. Vincent and the Grenadines,2003,7000,
St. Vincent and the Grenadines,2002,6460,
St. Vincent and the Grenadines,2001,5990,
St. Vincent and the Grenadines,2000,5700,
St. Vincent and the Grenadines,1999,5560,
St. Vincent and the Grenadines,1998,5350,
St. Vincent and the Grenadines,1997,5060,
St. Vincent and the Grenadines,1996,4380,
St. Vincent and the Grenadines,1995,4210,
St. Vincent and the Grenadines,1994,4060,
St. Vincent and the Grenadines,1993,4160,
St. Vincent and the Grenadines,1992,4080,
St. Vincent and the Grenadines,1991,3640,
St. Vincent and the Grenadines,1990,3500,
Sub-Saharan Africa (all income levels),2013,3267,
Sub-Saharan Africa (all income levels),2012,3156,
Sub-Saharan Africa (all income levels),2011,3069,
Sub-Saharan Africa (all income levels),2010,2961,
Sub-Saharan Africa (all income levels),2009,2819,
Sub-Saharan Africa (all income levels),2008,2762,
Sub-Saharan Africa (all income levels),2007,2653,
Sub-Saharan Africa (all income levels),2006,2517,
Sub-Saharan Africa (all income levels),2005,2271,
Sub-Saharan Africa (all income levels),2004,2142,
Sub-Saharan Africa (all income levels),2003,1913,
Sub-Saharan Africa (all income levels),2002,1837,
Sub-Saharan Africa (all income levels),2001,1794,
Sub-Saharan Africa (all income levels),2000,1723,
Sub-Saharan Africa (all income levels),1999,1680,
Sub-Saharan Africa (all income levels),1998,1664,
Sub-Saharan Africa (all income levels),1997,1658,
Sub-Saharan Africa (all income levels),1996,1607,
Sub-Saharan Africa (all income levels),1995,1527,
Sub-Saharan Africa (all income levels),1994,1462,
Sub-Saharan Africa (all income levels),1993,1443,
Sub-Saharan Africa (all income levels),1992,1454,
Sub-Saharan Africa (all income levels),1991,1489,
Sub-Saharan Africa (all income levels),1990,1472,
Sub-Saharan Africa (developing only),2013,3251,
Sub-Saharan Africa (developing only),2012,3138,
Sub-Saharan Africa (developing only),2011,3049,
Sub-Saharan Africa (developing only),2010,2941,
Sub-Saharan Africa (developing only),2009,2795,
Sub-Saharan Africa (developing only),2008,2744,
Sub-Saharan Africa (developing only),2007,2632,
Sub-Saharan Africa (developing only),2006,2496,
Sub-Saharan Africa (developing only),2005,2260,
Sub-Saharan Africa (developing only),2004,2137,
Sub-Saharan Africa (developing only),2003,1908,
Sub-Saharan Africa (developing only),2002,1832,
Sub-Saharan Africa (developing only),2001,1791,
Sub-Saharan Africa (developing only),2000,1720,
Sub-Saharan Africa (developing only),1999,1676,
Sub-Saharan Africa (developing only),1998,1661,
Sub-Saharan Africa (developing only),1997,1656,
Sub-Saharan Africa (developing only),1996,1607,
Sub-Saharan Africa (developing only),1995,1527,
Sub-Saharan Africa (developing only),1994,1462,
Sub-Saharan Africa (developing only),1993,1443,
Sub-Saharan Africa (developing only),1992,1454,
Sub-Saharan Africa (developing only),1991,1489,
Sub-Saharan Africa (developing only),1990,1473,
Sudan,2013,3230,
Sudan,2012,3470,
Sudan,2011,3380,3
Sudan,2010,3000,
Sudan,2009,2960,
Sudan,2008,2950,
Sudan,2007,2880,
Sudan,2006,2610,
Sudan,2005,2340,
Sudan,2004,2160,
Sudan,2003,2080,
Sudan,2002,1980,
Sudan,2001,1880,
Sudan,2000,1790,
Sudan,1999,1720,
Sudan,1998,1710,
Sudan,1997,1670,
Sudan,1996,1510,
Sudan,1995,1400,
Sudan,1994,1330,
Sudan,1993,1290,
Sudan,1992,1210,
Sudan,1991,1120,
Sudan,1990,1110,
Suriname,2013,15960,
Suriname,2012,15350,
Suriname,2011,14670,
Suriname,2010,13910,
Suriname,2009,13310,
Suriname,2008,12960,
Suriname,2007,12300,
Suriname,2006,11430,
Suriname,2005,10640,
Suriname,2004,9780,
Suriname,2003,8870,
Suriname,2002,8300,
Suriname,2001,7410,
Suriname,2000,7840,
Suriname,1999,7230,
Suriname,1998,7780,
Suriname,1997,7690,
Suriname,1996,7330,
Suriname,1995,7160,
Suriname,1994,6960,
Suriname,1992,7100,
Suriname,1991,7010,
Suriname,1990,6720,
Swaziland,2013,6060,
Swaziland,2012,6020,
Swaziland,2011,5970,
Swaziland,2010,6230,
Swaziland,2009,6140,
Swaziland,2008,6260,
Swaziland,2007,6190,
Swaziland,2006,5860,
Swaziland,2005,5930,
Swaziland,2004,5300,
Swaziland,2003,4920,
Swaziland,2002,4870,
Swaziland,2001,5090,
Swaziland,2000,4720,
Swaziland,1999,4760,
Swaziland,1998,4550,
Swaziland,1997,4680,
Swaziland,1996,4570,
Swaziland,1995,4270,
Swaziland,1994,3850,
Swaziland,1993,3930,
Swaziland,1992,3900,
Swaziland,1991,3770,
Swaziland,1990,3660,
Sweden,2013,46680,
Sweden,2012,44980,
Sweden,2011,45130,
Sweden,2010,42880,
Sweden,2009,40840,
Sweden,2008,43580,
Sweden,2007,41970,
Sweden,2006,38500,
Sweden,2005,34800,
Sweden,2004,34430,
Sweden,2003,32560,
Sweden,2002,30860,
Sweden,2001,29830,
